"","par1","par2","par3","par4","par5","par6","par7","par8","par9","par10","par11","par12","par13","par14","par15","par16","par17","par18","best_val"
"43",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"44",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"45",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"46",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"47",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"48",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"49",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"50",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"51",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"52",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"53",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"54",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"55",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"56",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"57",0.797091019080181,0.169141082861454,-0.376501029379696,0.0116212651069378,0.570176738773472,0.518281331371057,0.0740593124394385,0.138798621534845,0.657747332060967,0.49944879330785,0.777357076043547,0.561316749801648,0.0985438988307589,0.200787306741608,0.441902161308183,0.730201379497642,0.983303730831225,0.537987388363191,0
"58",-0.994881935417652,-0.146355736065308,-0.087715382864734,0.0981020608068709,0.495986675020436,0.645822778668998,0.131419986177961,0.0810855091218951,0.822454237730463,0.291957278694717,0.952672734548641,0.718507567799006,0.0843030186484353,0.164793687498748,0.559414068234635,0.804769590037192,0.984611696242957,0.568847087800523,0
"59",-0.99757326245957,-0.143377640262648,-0.0854637940758126,0.100165452707804,0.498679261787633,0.639621650717054,0.131573012935624,0.0808638825738042,0.824092659601656,0.291621734557152,0.952048811970486,0.717900277878965,0.0854133272333945,0.165544693819355,0.556102664284904,0.805199560069238,0.985012233128273,0.570356799554497,0
"60",-0.948255857281272,-0.0276189634936435,-0.305384764785815,0.117411723619928,0.410368914325119,0.906305657638562,0.132496386362899,0.0899219404021117,0.689354354455815,0.330739197023665,0.858519644819798,0.639745832788082,0.0591814901763476,0.201860236150643,0.602941925899857,0.796593789376879,0.982474243431791,0.635135830827384,0
"61",-0.857642335725458,0.255745146936518,-0.278713127455031,0.2276968901299,0.319994768602535,0.297557917889208,0.125054423322426,0.0790085711865021,0.530643069028949,0.313904331318021,0.699491752259685,0.671956082909961,0.0350814993376391,0.211720009695902,0.751472101925781,0.820511932414258,0.996381219923663,0.639910491407031,0
"62",-0.757658999165256,0.223183592798223,-0.335407848405865,0.0694327307543072,0.427333932713099,0.177551947170207,0.106563346094155,0.0506862562158287,0.519407202005963,0.241494085628393,0.723072807146795,0.694112109985658,0.0119803876051496,0.194490277690014,0.757437344106232,0.820664756795435,0.986971300040939,0.577048088361993,0
"63",-0.707658309497629,0.139838633449863,-0.336180447034571,0.139901192870336,0.44351667229354,0.171438828742281,0.102008254287116,0.0533742536769213,0.514721454609338,0.254418701825559,0.708327500483586,0.684467085315273,0.00859357980412671,0.199855161239739,0.744669577372496,0.81266758161599,0.985547011509632,0.566529675385043,0
"64",-0.558631905220551,0.122179876488006,-0.451616285551469,0.166206843772175,0.422976046357765,0.224847607754898,0.101646519628475,0.0693624101473018,0.514079159578437,0.253884102091567,0.696636600011311,0.658988364560321,0.0118944497089586,0.229876086535124,0.751890221304424,0.79852478183367,0.982032361868247,0.546616112775952,0
"65",-0.641811201728988,0.119602353554205,-0.411590820980386,0.157913873865534,0.440336393885821,0.200386771869762,0.107725529546441,0.0683449033073584,0.537143307991352,0.245778761785379,0.701634563157501,0.668895623946342,0.0152088903797857,0.228833515693886,0.748079797914044,0.805459929683542,0.982549172012528,0.551127423511777,0
"66",-0.0694383778609335,0.335501050027554,-0.152372772193417,0.210266996696876,0.377048365584347,0.196686580556525,0.0961230370407398,0.0682578226194168,0.554545056339002,0.247507405091204,0.789528260973549,0.679508951057905,0.015086201981502,0.224971034180883,0.689704539558893,0.81003747728161,0.992228357789994,0.536527660098761,0
"67",-0.320140013897877,0.383063299333064,-0.122229061508929,0.205309602227944,0.404647578189598,0.0658486282687081,0.10133583051124,0.0526484098664721,0.560742939887752,0.193577919692909,0.787207372426091,0.694126174928193,0.000993064738932287,0.229925903485941,0.715831229231826,0.823207357054845,0.995610118118284,0.541494675216485,0
"68",-0.186892754501164,0.36975158960592,0.014539242391717,0.212133978317132,0.482877951844701,0.229295471683145,0.121412094667144,0.0407131103759708,0.563182067639636,0.177338017061746,0.775019488730676,0.760087019142055,0.010560955915883,0.193283205961535,0.640112315713951,0.832660847431799,0.993884104177156,0.635355167644236,0
"69",-0.189208138234665,0.399998323394571,0.00142665707160786,0.221968198419171,0.484805135110857,0.238950059003968,0.123784341629466,0.0439657141067465,0.554884326844117,0.19316634440438,0.762113910270682,0.751959660774989,0.00951694145990874,0.196954051693901,0.638190109194879,0.831458386511576,0.993816492483497,0.649054227384794,0
