"C2_r_bar","C2_delta_0","C2_delta_P","C2_delta_E","C2_delta_EP"
0.0551128313331113,0.0179486584335023,0.0542790332774865,0.0342305753560023,-0.0513454357338798
0.0526965530936777,0.0170994573134691,0.0562495915314312,0.0286087524877625,-0.0492612482389851
0.0523291493354651,0.0115737294028453,0.0622213865230313,0.0314012230343543,-0.0528671896247658
0.057969738205065,0.00977946103604568,0.0627880270530159,0.0351221840323126,-0.0497199339163091
0.060729608194355,0.00996520055309287,0.0639667155310242,0.0534443383379337,-0.0666466462276957
0.0483043848235944,0.0128681824465426,0.0610558890544452,0.024759035360049,-0.0503787220374424
0.0492810114216329,0.0123160769631974,0.0607125735078246,0.0336496189596853,-0.0573972580090744
0.0541890791007228,0.0129611557955493,0.0612722827025644,0.0331312365420677,-0.0531755959394585
0.0485459303297879,0.0104422146874788,0.0696280659042723,0.0277100590943699,-0.059234409356333
0.0585902150382987,0.0162896294429421,0.0561859199782528,0.0355141569623656,-0.0493994913452618
0.055155583937851,0.0126277680558285,0.0604955539277425,0.0359045730456185,-0.0538723110913384
0.053131555651736,0.0148247833829631,0.0593101790544023,0.0351115275702257,-0.0561149343558551
0.0442594496454142,0.0144521764386027,0.0583457788600175,0.0240361853247112,-0.0525746909779173
0.0445564632430913,0.013641440153073,0.0608864235817084,0.0225245238183972,-0.0524959243100873
0.0435958001172852,0.0132269027412645,0.0609534627037792,0.0204673065730361,-0.0510518719007945
0.0493321367457309,0.0131116466812341,0.061048545295438,0.0256110746852466,-0.0504391299161878
0.0537792706546492,0.0113366274720018,0.0619194807374965,0.0360761628114748,-0.0555530003663239
0.0539609123502944,0.0173220780655942,0.0557619586392486,0.0290083250552275,-0.048131449409776
0.0529331656252253,0.0136123260080005,0.0613235921011881,0.0331538342224318,-0.0551565867063951
0.0478843505085432,0.0149585430334575,0.0587880871736204,0.0278961405597646,-0.0537584202582994
0.0409887984473237,0.0137127714013688,0.0596844202039483,0.0199714447515445,-0.0523798379095379
0.05982794355809,0.0138232734390635,0.0598848006067061,0.0375443663269921,-0.0514244968146717
0.043909748879322,0.0122218117725926,0.0608822282223236,0.0195161799304103,-0.0487104710460045
0.048663202809281,0.016044280321046,0.0574987130781481,0.0256113188388848,-0.0504911094287979
0.0562515783284021,0.0173397127024213,0.0564251009901468,0.029462263983523,-0.046975499347689
0.0453922640390138,0.0163370777224627,0.0565211925427266,0.0240248390598871,-0.0514908452860626
0.0436329874668539,0.0131524889478379,0.0612600931735403,0.0265434309419671,-0.0573230255964914
0.0488307180646056,0.0134055190958703,0.0598805903751259,0.0259328397212201,-0.0503882311276107
0.0352179391700902,0.0128666271107551,0.06041166602899,0.00890868618278127,-0.0469690401524361
0.0413273111985854,0.0131480804412483,0.0609716699068557,0.0180770321217747,-0.0508694712712933
0.0558098032138017,0.0173128131516598,0.0556623945808179,0.0305117012924169,-0.0476771058110929
0.0598807783505731,0.0105588790189212,0.0632615716209981,0.0427640529045155,-0.0567037251938617
0.059627440802779,0.0169020496174304,0.0554175854460277,0.0337319776780729,-0.0464241719387521
0.0342647972096302,0.00992192650429978,0.0642040283174857,0.0155042773986252,-0.0553654350107805
0.0407906767057419,0.014696433803075,0.0594514539624532,0.0195307150157501,-0.0528879260755363
0.0372806683459104,0.00884062704398082,0.0707771471310178,0.0173091238882361,-0.0596462297173244
0.0430990465894073,0.0100843777514939,0.0692131848402882,0.0261292159527816,-0.0623277319551564
0.0569367238838135,0.0130771858331124,0.0607359690226203,0.0370423977798743,-0.0539188287517935
0.0394043318954754,0.0129898045356673,0.0608573596295956,0.0197384890552939,-0.0541813213250814
0.0583972637473729,0.0125192630055411,0.0615508011355608,0.039024552491043,-0.0546973528847721
0.0504988268740535,0.0154469161252064,0.0580917768906055,0.0286674624052267,-0.0517073285469851
0.0518325580667136,0.0186869381659662,0.0537908385421475,0.0200737404066808,-0.0407189590480809
0.0491279947944566,0.0164943971059243,0.0557814387292349,0.0254055283149348,-0.0485533693556374
0.0426856236117816,0.013212616547579,0.0612688874759638,0.0250439072713122,-0.0568397876830733
0.0424380212455673,0.0147703164883458,0.0592813264477745,0.0235301657843652,-0.0551437874749182
0.0379800366754251,0.011132007436701,0.0622116766296997,0.0230310693090919,-0.0583947167000675
0.0398661202262951,0.0112740988014955,0.0618366163270377,0.0232412074681482,-0.0564858023703864
0.0506801117842035,0.013659899803678,0.060437938112177,0.0322039967813358,-0.0556217229129874
0.0575578892556025,0.0157709106798082,0.0579142849415228,0.037143815366802,-0.0532711217325305
0.0409342429250558,0.0125232807413195,0.061900747210477,0.0199058613645061,-0.0533956463912468
0.0480457993922464,0.0155681314503251,0.0585606132511419,0.0283550667173897,-0.0544380120266103
0.0548530276266711,0.0156215020450803,0.0581800365654955,0.0321398642028592,-0.0510883751867639
0.0562035047024585,0.0111451967025502,0.0623589086972576,0.0300523017013391,-0.0473529023986883
0.0621017116949761,0.0162018258508511,0.0576558442877389,0.0372958060129821,-0.049051764456596
0.0586223554038818,0.0165777371951002,0.055935571349671,0.0291500107708704,-0.0430409639117598
0.0489691494195695,0.0135129337181628,0.0602903340250069,0.0296796586984278,-0.0545137770220281
0.0494843267898558,0.0118867286100722,0.0614896222986569,0.0308799976423819,-0.0547720217612552
0.0442882563722215,0.0154644441674375,0.058571827478977,0.0192549875356828,-0.0490030028098757
0.05569688567785,0.0124475729267144,0.0610023112016686,0.0307658119325816,-0.0485188103831145
0.0466941505897312,0.0161132219421281,0.0578581694675524,0.0185868210302348,-0.0458640618501841
0.0411670412141175,0.0122669102629082,0.0616246739567516,0.0177198807146216,-0.0504444237201639
0.045662651807944,0.0151839783285938,0.0582683787408177,0.0247343266031242,-0.0525240318645916
0.045065719205931,0.0179009884946553,0.0552122454696415,0.0143245914332406,-0.0423721061916065
0.0537759649843224,0.0160865568007299,0.0580748037716433,0.0287108037875855,-0.0490961993756363
0.055159873429134,0.0151046330441039,0.0591245853717078,0.0306057832400197,-0.0496751282266974
0.0291327667675282,0.0084884510979962,0.0652373698954636,0.011835822486238,-0.0564288767121696
0.048334864277103,0.0107223676121634,0.0693627096091232,0.0250666153775293,-0.056816828321713
0.034269756881244,0.0101628234831315,0.063876456475719,0.0225558840655324,-0.0623254071431389
0.0564088465652523,0.00769027063653313,0.0719575751846575,0.0422856931570458,-0.0655246924129841
0.0470471966865922,0.0152887417630884,0.0574720446831082,0.0241586011717906,-0.049872190931395
0.0601963805380137,0.00720309273477276,0.0741646732304218,0.0431229526447605,-0.0642943380719414
0.0466395399507035,0.0127061203251652,0.068555480602405,0.0273146777425464,-0.0619367387194131
