"C2_r_bar","C2_delta_0","C2_delta_P","C2_delta_E","C2_delta_EP"
0.0616588133982497,0.0226196086531721,0.0544840822232534,0.0286877629265597,-0.0441326404047355
0.0495072712293183,0.0207581405732589,0.0545435674028656,0.019209056922932,-0.0450034936697382
0.0626540381153299,0.0190391614148322,0.0550493955371193,0.0329718439422109,-0.0444063627788326
0.0531261327889221,0.0213908563079054,0.0534415746039349,0.0257749856853236,-0.0474812838082418
0.066439753444867,0.0186053601661651,0.0563376019800172,0.0413820457705932,-0.0498852544719085
0.0427352027899116,0.0196945049322547,0.0567666438530916,0.0131782101921078,-0.0469041561875425
0.0586574979367419,0.0201764160035842,0.0538848194326419,0.0269674004950505,-0.0423711379945347
0.0627450879133046,0.0193131062795334,0.055094384209973,0.0366252727949562,-0.048287675371158
0.0693691859017972,0.0188291777143049,0.0575065676655721,0.04610308880935,-0.0530696482874298
0.0600015807931063,0.0219963856194244,0.0535816753063254,0.0273416775367089,-0.0429181576693524
0.0701144104501234,0.0175155650986515,0.0578186503668222,0.0392975028929419,-0.0445173079082922
0.0584448365645167,0.021742090915871,0.0536861875256611,0.0157008297630543,-0.0326842716400697
0.0701297727776998,0.0166809070473769,0.0592326288641011,0.0406000532917462,-0.0463838164255243
0.060332728234644,0.0206180392135105,0.0542403060892803,0.0250139438863512,-0.039539560954498
0.059875328740551,0.022451635670172,0.0532476263152011,0.0229275366366282,-0.0387514698814503
0.0609810190815134,0.0220017316620768,0.0552646203840906,0.0228966240364137,-0.0391819570010677
0.0674148297957995,0.0156290042722165,0.0578013255415936,0.0414424446853738,-0.0474579447033845
0.0705447606080118,0.0177472554388523,0.057509871753864,0.0456747181456067,-0.0503870847303112
0.051231219714081,0.0235350919425454,0.0533815661892121,0.0168746048605941,-0.0425600432782706
0.0709488963199629,0.0194785171046749,0.0568336858184797,0.0381229748689501,-0.0434862814721418
0.0652254138860857,0.0209387892727917,0.0556952097544599,0.0297661752968881,-0.041174760438054
0.0723215434725362,0.0188190071807938,0.0585571924784124,0.0498787793127451,-0.0549334354994151
0.0554468247013116,0.0223051439763848,0.0538727446093147,0.0198017210851126,-0.0405327849695005
0.057735777788345,0.0238926406856769,0.0529528234869403,0.0155021371331722,-0.0346118235174444
0.0511423295723671,0.0218284119864164,0.0538413928294428,0.0152973603178747,-0.0398248355613668
0.062632756954355,0.0187547566541863,0.0552961346603641,0.0385721972210011,-0.0499903315811965
0.0623645693354302,0.0218655494607536,0.0541341364404817,0.0232703118216699,-0.0369054283874749
0.0665610568179115,0.0197980077766781,0.0553950445256583,0.0299403680546882,-0.0385723635391131
0.0479265537424429,0.0208099340443519,0.0550779574924338,0.0156074289234744,-0.0435687667178172
0.0617570732490428,0.0217953874614511,0.0541818797199316,0.0291162937642073,-0.0433364876965472
0.0692763315957215,0.0208859636766296,0.0579093783470709,0.0345055886551865,-0.0440245990831655
0.0641559912644395,0.02004901156418,0.0543180531367593,0.0307993364105075,-0.0410104098470072
0.0463133879731656,0.0189719067174716,0.0542400608840548,0.0140860051778645,-0.0409845848062253
0.0732074512107737,0.0150545788093026,0.0593942679921861,0.0419491509563599,-0.0431905465470748
0.0404736483270615,0.0179682314797601,0.056737498378969,0.0102709704899336,-0.0445030520216012
0.0592594083525624,0.0219197188956185,0.0535300051460483,0.0234614357323123,-0.0396517514214167
0.0525088798088261,0.0218317619603835,0.0532398667133759,0.022377528106597,-0.0449402769715302
0.0628622801018023,0.0188745281084832,0.0568280506450497,0.0387773891771622,-0.0516176878288927
0.0618160182918621,0.020721877906675,0.0547429519999077,0.0248636347057721,-0.0385124463204927
0.0666798060293974,0.0180207473379104,0.0565052671183553,0.0427015216959718,-0.0505477301228401
0.0644275016636445,0.0189859521094477,0.0572260819375505,0.0331868083316435,-0.0449713407149971
0.0707630977778255,0.018136023785162,0.0574778510742618,0.0423685155056411,-0.0472192925872394
0.0566883668490701,0.0225031493858752,0.0546638722965793,0.0198865090886335,-0.0403651639220179
0.0498128576745437,0.0211717215490797,0.0530300792006577,0.0176598477843827,-0.0420487908595763
0.0672129027763569,0.0192672050898015,0.0563544079214849,0.0346504292230701,-0.0430591394579996
0.0572886443929807,0.023839161499204,0.0539497162778602,0.0243988278268663,-0.0448990612109499
0.0630294930835179,0.0220575429747916,0.0538384251936444,0.0314323139017696,-0.0442987889866877
0.0654571498627136,0.0202165324009776,0.0552506578814154,0.0354608513501242,-0.0454708917698036
0.0631157429958226,0.021811165384193,0.053956353206188,0.02782641147435,-0.0404781870689084
0.0536570522612874,0.0219517703824206,0.0537428975319395,0.0226850728843287,-0.0447226885374014
0.0628110846162901,0.0209490963049691,0.0543540587326741,0.0324713727279903,-0.0449634431493434
0.0665319312338999,0.0176534700010967,0.0560316125820901,0.0341867493925828,-0.0413399007418697
0.0703506387895648,0.0185021432137583,0.0567763040589383,0.0374872149943344,-0.0424150234774661
0.0572826361639618,0.021666301183274,0.053126891594408,0.0234620532962334,-0.0409726099099536
0.0632472244396481,0.0216458486037138,0.0558237624899514,0.0310981922649905,-0.0453205789190075
0.0759092591548042,0.0162183253840961,0.0599981618988649,0.048747968830063,-0.0490551969582198
0.0524111186767351,0.0217148402270154,0.0545957680798693,0.0168139470063805,-0.0407134366365301
0.0524529847045702,0.0217908759792969,0.0535388391206029,0.0187336827872767,-0.0416104131826062
0.0768598973888941,0.0157354628232583,0.0606736175641055,0.047357775510851,-0.0469069585093206
0.0586160528771524,0.02038096277119,0.0544947703214513,0.0253350749456069,-0.0415947551610958
0.0650858394597804,0.0226439918314557,0.0540799765047424,0.0309541862862521,-0.0425923151626698
0.0628892043316964,0.0221527741773969,0.0537750258487385,0.0239612701222321,-0.0369998658166711
0.0562404426172095,0.0204170839978986,0.0530914214869489,0.0183736910086206,-0.0356417538762586
0.0685988502665442,0.0197878056802885,0.0561148419416804,0.0313341257092482,-0.0386379230646729
0.0667570456185042,0.0202063589241,0.0559214985556264,0.0346507170908211,-0.0440215289520433
0.0604226920413379,0.0216254996972608,0.0537219308305668,0.0257229631384972,-0.0406477016249869
0.0590493601035346,0.0208652750686328,0.0531999088253946,0.0251213373688482,-0.040137161159341
0.0677951530838232,0.0163294487793553,0.0568272596572663,0.0386337101061671,-0.0439952654589654
0.0583097634151564,0.0208245585234762,0.0531681767448021,0.025336216382408,-0.0410191882355299
0.0596211831933106,0.0214848016970327,0.0534597498653919,0.0224591510312409,-0.037782519400355
0.0725700020864071,0.0174712455229137,0.060260786696745,0.0390265826058269,-0.0441886127390785
0.0660891811550881,0.0212487278503469,0.0552843917942689,0.0259843490022658,-0.0364282874917935
0.0597393629928915,0.0218057572760861,0.053887100162166,0.0251304350564764,-0.0410839295018371
0.067333224892321,0.0195126651418481,0.055875136562577,0.0325847908121573,-0.0406393676242614
0.0442433307235734,0.0212095411780561,0.0555740491130057,0.0134307366260566,-0.0459709961935449
0.0616196353404622,0.0215324234122875,0.0548148370596375,0.0309891608493991,-0.0457167859808619
0.0602187533419685,0.0225364016176929,0.0539061243693778,0.0223830486423111,-0.0386068212874132
0.0641709794441247,0.0202771244481409,0.0547892885351354,0.0323879361810238,-0.0432833697201754
0.069790059994883,0.020480089074564,0.0567242972791025,0.0446232204609941,-0.0520375468197776
0.0693316470646882,0.0197428884229387,0.0564237742958693,0.040604744502114,-0.0474397601562338
