"C2_r_bar","C2_delta_0","C2_delta_P","C2_delta_E","C2_delta_EP"
0.0459652102700025,0.0156125020031875,0.0617223727844455,0.018637120873554,-0.0500067853911845
0.0534136729560187,0.0145873249521489,0.0694282993005953,0.0365318826470413,-0.0671338339437667
0.0407019049147391,0.0131324582262,0.0599618511598037,0.0207475394957188,-0.0531399439669834
0.0420876392613615,0.0131671617333377,0.0614466126745586,0.0189515123112745,-0.0514776474578092
0.047958175941567,0.0128377822774227,0.0546706049881489,0.0252676383713479,-0.0448178496953524
0.0489981430464709,0.015285299050673,0.0598358617806072,0.032696134457517,-0.0588191522423264
0.0555169507461058,0.0129269124611789,0.0618275932444076,0.030189278795295,-0.0494268337547757
0.0561794135184994,0.0137704087945756,0.0610796423061367,0.0348872630907196,-0.0535579006729325
0.0619190461221202,0.0122966577730001,0.0632956960522292,0.0418459144146531,-0.0555192221177621
0.063904752614802,0.0112806055315018,0.0723318284696463,0.0489341994494692,-0.0686418808358153
0.0357014888729525,0.010087327744715,0.056860796629493,0.016998607771202,-0.0482452432724576
0.0323097229335143,0.00890603724635156,0.0634734074618717,0.0173072302774193,-0.0573769520521283
0.0566859465985737,0.0118375433509237,0.0603679824789999,0.0414554197678919,-0.0569749989992418
0.0446853450401099,0.0120418762706219,0.0579445881041038,0.0280690481046103,-0.0533701674392262
0.0478005617576173,0.0159049900689295,0.0606914666230143,0.0285805508385716,-0.0573764457728982
0.0576957835964965,0.0116306483004977,0.0588154833190169,0.0426029244523544,-0.0553532724753724
0.0577065881086172,0.0145164565346528,0.0709365672360932,0.0356652025889476,-0.0634116382510763
0.0515446702433956,0.0143290479847771,0.0580749605073056,0.0304177343207684,-0.0512770725694554
0.0424244192441101,0.0125346805084247,0.0617227599365699,0.0230979958461703,-0.0549310170470548
0.0356291664255587,0.0117967690126114,0.0606660870802655,0.0142418008218586,-0.0510754904891769
0.057025950707085,0.013236993534833,0.0610890812534532,0.0344262554517396,-0.0517263795329407
0.0596206724819723,0.0123488256005951,0.0620033092084129,0.0299927929663833,-0.0447242552934191
