larval_scenario,simulation_loop,species,coexistence_partition,coexistence_strength
high-high,1,chthamalus_dalli,delta_p,-8.905675211945407e-5
high-high,1,limpets,delta_p,-0.004547050571362843
high-high,1,balanus_glandula,r_bar,0.027025483300193276
high-high,1,chthamalus_dalli,r_bar,-0.003783856848751821
high-high,1,limpets,r_bar,0.0019610506378444637
high-high,1,balanus_glandula,delta_cp,0.007723103021400224
high-high,1,chthamalus_dalli,delta_cp,-0.07235636235546816
high-high,1,limpets,delta_cp,0.05763433075360691
high-high,2,balanus_glandula,delta_0,0.015319273023676194
high-high,2,chthamalus_dalli,delta_0,-1.1697082287343008e-4
high-high,2,limpets,delta_0,-0.004547762511685316
high-high,2,balanus_glandula,delta_c,0.008633445061717149
high-high,2,chthamalus_dalli,delta_c,0.16226716126862484
high-high,2,limpets,delta_c,-0.061641725472961095
high-high,2,balanus_glandula,delta_p,0.01455373765423662
high-high,2,chthamalus_dalli,delta_p,-8.486082145908735e-5
high-high,2,limpets,delta_p,-0.004606125708441322
high-high,2,balanus_glandula,r_bar,0.054117618442066195
high-high,2,chthamalus_dalli,r_bar,0.03406110645760263
high-high,2,limpets,r_bar,-0.012196239423934552
high-high,2,balanus_glandula,delta_cp,0.015611162702436232
high-high,2,chthamalus_dalli,delta_cp,-0.1280042231666897
high-high,2,limpets,delta_cp,0.05859937426915318
high-high,3,balanus_glandula,delta_0,0.015377304445044815
high-high,3,chthamalus_dalli,delta_0,-1.1744726956275375e-4
high-high,3,limpets,delta_0,-0.004666453201265797
high-high,3,balanus_glandula,delta_c,0.057540230827203054
high-high,3,chthamalus_dalli,delta_c,0.06159679791045525
high-high,3,limpets,delta_c,-0.05598703128360749
high-high,3,balanus_glandula,delta_p,0.017596216890298777
high-high,3,chthamalus_dalli,delta_p,-8.676845633048824e-5
high-high,3,limpets,delta_p,-0.005389555391165035
high-high,3,balanus_glandula,r_bar,0.05010894732230842
high-high,3,chthamalus_dalli,r_bar,0.0023930550769724057
high-high,3,limpets,r_bar,-0.0040218602772399414
