larval_scenario,simulation_loop,species,coexistence_partition,coexistence_strength
high,1,balanus_glandula,delta_0,1.9064160690405751
high,1,chthamalus_dalli,delta_0,3.950330699659816
high,1,limpets,delta_0,0.055128747728280025
high,1,balanus_glandula,delta_c,1.7315405978376923
high,1,chthamalus_dalli,delta_c,6.398476760800089
high,1,limpets,delta_c,-0.06276336597635801
high,1,balanus_glandula,delta_p,1.3655453627247003
high,1,chthamalus_dalli,delta_p,2.336934957273459
high,1,limpets,delta_p,0.019012539248580484
high,1,balanus_glandula,r_bar,2.984290357425929
high,1,chthamalus_dalli,r_bar,3.1277934866367554
high,1,limpets,r_bar,0.06810763183051471
high,1,balanus_glandula,delta_cp,-2.0192116721770383
high,1,chthamalus_dalli,delta_cp,-9.557948931096611
high,1,limpets,delta_cp,0.056729710830012214
high,2,balanus_glandula,delta_0,1.7158814997230274
high,2,chthamalus_dalli,delta_0,3.6910089544102385
high,2,limpets,delta_0,0.043373876800469446
high,2,balanus_glandula,delta_c,1.2632403887472687
high,2,chthamalus_dalli,delta_c,4.562551876743406
high,2,limpets,delta_c,0.04216341088587905
high,2,balanus_glandula,delta_p,1.1536996327383622
high,2,chthamalus_dalli,delta_p,1.8503291042031842
high,2,limpets,delta_p,0.017702189225469622
high,2,balanus_glandula,r_bar,2.7719997298271877
high,2,chthamalus_dalli,r_bar,2.357336536195226
high,2,limpets,r_bar,-0.018939567913726307
high,2,balanus_glandula,delta_cp,-1.3608217913814706
high,2,chthamalus_dalli,delta_cp,-7.746553399161603
high,2,limpets,delta_cp,-0.12217904482554443
high,3,balanus_glandula,delta_0,1.4796564090877065
high,3,chthamalus_dalli,delta_0,2.7457851884518174
high,3,limpets,delta_0,0.02709241311704369
high,3,balanus_glandula,delta_c,0.5536110671282766
high,3,chthamalus_dalli,delta_c,4.3552115366593505
high,3,limpets,delta_c,-0.016603528056707395
high,3,balanus_glandula,delta_p,1.4138228037058234
high,3,chthamalus_dalli,delta_p,1.96292622234071
high,3,limpets,delta_p,0.023853459137670674
high,3,balanus_glandula,r_bar,0.6134016500872965
high,3,chthamalus_dalli,r_bar,1.8915316228246253
high,3,limpets,r_bar,-0.08879552258777923
high,3,balanus_glandula,delta_cp,-2.83368862983451
high,3,chthamalus_dalli,delta_cp,-7.172391324627253
high,3,limpets,delta_cp,-0.1231378667857862
high,4,balanus_glandula,delta_0,1.5532641744338849
high,4,chthamalus_dalli,delta_0,2.995026695251735
high,4,limpets,delta_0,0.03224506301840768
high,4,balanus_glandula,delta_c,0.9788696173674256
high,4,chthamalus_dalli,delta_c,1.667523871942285
high,4,limpets,delta_c,-0.017355219627492424
high,4,balanus_glandula,delta_p,1.3022911239692365
high,4,chthamalus_dalli,delta_p,2.3176428201033064
high,4,limpets,delta_p,-0.09913275868013294
high,4,balanus_glandula,r_bar,1.8154601721299544
high,4,chthamalus_dalli,r_bar,5.487903994659593
high,4,limpets,r_bar,-0.01550782380137039
high,4,balanus_glandula,delta_cp,-2.018964743640593
high,4,chthamalus_dalli,delta_cp,-1.4922893926377334
high,4,limpets,delta_cp,0.06873509148784729
high,5,balanus_glandula,delta_0,1.7099206303684502
high,5,chthamalus_dalli,delta_0,3.252531933681392
high,5,limpets,delta_0,0.041818325314862625
high,5,balanus_glandula,delta_c,1.9739744570504696
high,5,chthamalus_dalli,delta_c,4.062593162545664
high,5,limpets,delta_c,-0.021734326527221404
high,5,balanus_glandula,delta_p,1.28809705638758
high,5,chthamalus_dalli,delta_p,2.330909718326792
high,5,limpets,delta_p,-0.4031318877384471
high,5,balanus_glandula,r_bar,1.4067820869430299
high,5,chthamalus_dalli,r_bar,0.7168008208729504
high,5,limpets,r_bar,-0.008322418634213902
high,5,balanus_glandula,delta_cp,-3.5652100568634695
high,5,chthamalus_dalli,delta_cp,-8.929233993680896
high,5,limpets,delta_cp,0.374725470316592
high,6,balanus_glandula,delta_0,1.760925239315931
high,6,chthamalus_dalli,delta_0,3.555119432696396
high,6,limpets,delta_0,0.04484396064225504
high,6,balanus_glandula,delta_c,3.4715413926167034
high,6,chthamalus_dalli,delta_c,2.3525119139689314
high,6,limpets,delta_c,-0.04046776142397257
high,6,balanus_glandula,delta_p,1.1975506677632726
high,6,chthamalus_dalli,delta_p,2.514075836956227
high,6,limpets,delta_p,-0.001360319839874835
high,6,balanus_glandula,r_bar,1.1726237749476096
high,6,chthamalus_dalli,r_bar,5.5923568124028655
high,6,limpets,r_bar,-0.06311122936883606
high,6,balanus_glandula,delta_cp,-5.257393524748298
high,6,chthamalus_dalli,delta_cp,-2.8293503712186894
high,6,limpets,delta_cp,-0.0661271087472437
high,7,balanus_glandula,delta_0,1.4785569062122017
high,7,chthamalus_dalli,delta_0,2.682975886025643
high,7,limpets,delta_0,0.027051267781522892
high,7,balanus_glandula,delta_c,1.156376806542498
high,7,chthamalus_dalli,delta_c,2.53955176762807
high,7,limpets,delta_c,-0.011999587038890258
high,7,balanus_glandula,delta_p,1.5879616652016937
high,7,chthamalus_dalli,delta_p,2.1857671180442177
high,7,limpets,delta_p,0.01811554460851994
high,7,balanus_glandula,r_bar,0.8674834184514117
high,7,chthamalus_dalli,r_bar,4.336275341942951
high,7,limpets,r_bar,0.045402950673446796
high,7,balanus_glandula,delta_cp,-3.355411959504982
high,7,chthamalus_dalli,delta_cp,-3.072019429754979
high,7,limpets,delta_cp,0.012235725322294222
high,8,balanus_glandula,delta_0,1.6962094382705328
high,8,chthamalus_dalli,delta_0,3.5842430622887997
high,8,limpets,delta_0,0.0421409002495412
high,8,balanus_glandula,delta_c,2.0290257696024376
high,8,chthamalus_dalli,delta_c,2.20257173299545
high,8,limpets,delta_c,0.07263609216235345
high,8,balanus_glandula,delta_p,1.2627259063265603
high,8,chthamalus_dalli,delta_p,2.3689939105382782
high,8,limpets,delta_p,0.023987936727062786
high,8,balanus_glandula,r_bar,1.2323528431748585
high,8,chthamalus_dalli,r_bar,3.876449927194729
high,8,limpets,r_bar,0.09039809072236493
high,8,balanus_glandula,delta_cp,-3.7556082710246725
high,8,chthamalus_dalli,delta_cp,-4.279358778627799
high,8,limpets,delta_cp,-0.048366838416592506
high,9,balanus_glandula,delta_0,1.5995969352632393
high,9,chthamalus_dalli,delta_0,3.14637332494584
high,9,limpets,delta_0,0.0328181478178442
high,9,balanus_glandula,delta_c,0.7735792411281197
high,9,chthamalus_dalli,delta_c,2.802007875316363
high,9,limpets,delta_c,0.005206291862348111
high,9,balanus_glandula,delta_p,1.157309229853575
high,9,chthamalus_dalli,delta_p,2.07367287017634
high,9,limpets,delta_p,0.0356618976639852
high,9,balanus_glandula,r_bar,0.8262742969651091
high,9,chthamalus_dalli,r_bar,2.7325671179164317
high,9,limpets,r_bar,0.003186177008884128
high,9,balanus_glandula,delta_cp,-2.704211109279825
high,9,chthamalus_dalli,delta_cp,-5.289486952522111
high,9,limpets,delta_cp,-0.07050016033529338
high,10,balanus_glandula,delta_0,1.7325200150559699
high,10,chthamalus_dalli,delta_0,3.2668909923967404
high,10,limpets,delta_0,0.04043962829819869
high,10,balanus_glandula,delta_c,0.9992780072245724
high,10,chthamalus_dalli,delta_c,1.8259195348853747
high,10,limpets,delta_c,-0.010526312720038788
high,10,balanus_glandula,delta_p,1.2969232532950634
high,10,chthamalus_dalli,delta_p,2.1883271549400503
high,10,limpets,delta_p,0.03232482405794879
high,10,balanus_glandula,r_bar,1.9421764917219175
high,10,chthamalus_dalli,r_bar,5.18751252308097
high,10,limpets,r_bar,-0.034807972664657294
high,10,balanus_glandula,delta_cp,-2.0865447838536886
high,10,chthamalus_dalli,delta_cp,-2.0936251591411947
high,10,limpets,delta_cp,-0.09704611230076599
high,11,balanus_glandula,delta_0,1.5369089991104905
high,11,chthamalus_dalli,delta_0,2.942721113383409
high,11,limpets,delta_0,0.031679633367650784
high,11,balanus_glandula,delta_c,1.10518326719012
high,11,chthamalus_dalli,delta_c,6.549157613470519
high,11,limpets,delta_c,-0.008260802772819043
high,11,balanus_glandula,delta_p,1.3221657687654933
high,11,chthamalus_dalli,delta_p,2.259796789081479
high,11,limpets,delta_p,0.021525807549802156
high,11,balanus_glandula,r_bar,1.1101417843160282
high,11,chthamalus_dalli,r_bar,1.5698207259141073
high,11,limpets,r_bar,0.03539631921860953
high,11,balanus_glandula,delta_cp,-2.8541162507500757
high,11,chthamalus_dalli,delta_cp,-10.1818547900213
high,11,limpets,delta_cp,-0.009548318926024368
high,12,balanus_glandula,delta_0,1.6059349716709286
high,12,chthamalus_dalli,delta_0,2.942379579482927
high,12,limpets,delta_0,0.03193872480884452
high,12,balanus_glandula,delta_c,1.5974266047422963
high,12,chthamalus_dalli,delta_c,4.695059790895828
high,12,limpets,delta_c,-0.005807036880460359
high,12,balanus_glandula,delta_p,1.3480076315338803
high,12,chthamalus_dalli,delta_p,2.3649671878611573
high,12,limpets,delta_p,0.022190492944797136
high,12,balanus_glandula,r_bar,1.3546727095242272
high,12,chthamalus_dalli,r_bar,3.035515973158798
high,12,limpets,r_bar,-0.30673187735910745
high,12,balanus_glandula,delta_cp,-3.196696498422878
high,12,chthamalus_dalli,delta_cp,-6.966890585081114
high,12,limpets,delta_cp,-0.35505405823228875
high,13,balanus_glandula,delta_0,1.7179555076351911
high,13,chthamalus_dalli,delta_0,3.539820589956599
high,13,limpets,delta_0,0.04223437162856991
high,13,balanus_glandula,delta_c,0.991679558576275
high,13,chthamalus_dalli,delta_c,1.3951468554279696
high,13,limpets,delta_c,0.09837718936565598
high,13,balanus_glandula,delta_p,1.1796404763142498
high,13,chthamalus_dalli,delta_p,2.356786560152978
high,13,limpets,delta_p,0.019120416110303573
high,13,balanus_glandula,r_bar,2.6802590049490544
high,13,chthamalus_dalli,r_bar,6.054830525247498
high,13,limpets,r_bar,-0.06591596769082098
high,13,balanus_glandula,delta_cp,-1.2090165375766615
high,13,chthamalus_dalli,delta_cp,-1.2369234802900486
high,13,limpets,delta_cp,-0.22564794479535044
high,14,balanus_glandula,delta_0,1.6188334516279599
high,14,chthamalus_dalli,delta_0,3.0985407184870413
high,14,limpets,delta_0,0.03351796944904084
high,14,balanus_glandula,delta_c,2.000561602918567
high,14,chthamalus_dalli,delta_c,4.321831107195351
high,14,limpets,delta_c,-0.017004760213455317
high,14,balanus_glandula,delta_p,1.5451658743168237
high,14,chthamalus_dalli,delta_p,2.315672107529676
high,14,limpets,delta_p,0.023973513983270633
high,14,balanus_glandula,r_bar,0.7169995967378235
high,14,chthamalus_dalli,r_bar,3.971864557277577
high,14,limpets,r_bar,-0.07777325850577821
high,14,balanus_glandula,delta_cp,-4.447561332125527
high,14,chthamalus_dalli,delta_cp,-5.764179375934491
high,14,limpets,delta_cp,-0.11825998172463437
high,15,balanus_glandula,delta_0,1.5527231000602992
high,15,chthamalus_dalli,delta_0,3.169183533416101
high,15,limpets,delta_0,0.03329851914327875
high,15,balanus_glandula,delta_c,1.1878398887651516
high,15,chthamalus_dalli,delta_c,7.088787535905361
high,15,limpets,delta_c,-0.009511687023777915
high,15,balanus_glandula,delta_p,1.1904909483499062
high,15,chthamalus_dalli,delta_p,2.3487835771787835
high,15,limpets,delta_p,-0.5794001921325351
high,15,balanus_glandula,r_bar,1.2482466061912796
high,15,chthamalus_dalli,r_bar,2.5329488162540157
high,15,limpets,r_bar,-0.03846295379793485
high,15,balanus_glandula,delta_cp,-2.682807330984077
high,15,chthamalus_dalli,delta_cp,-10.07380583024623
high,15,limpets,delta_cp,0.5171504062150994
high,16,balanus_glandula,delta_0,1.715196436877673
high,16,chthamalus_dalli,delta_0,3.5011637784894094
high,16,limpets,delta_0,0.043300337551078316
high,16,balanus_glandula,delta_c,1.4079901969428614
high,16,chthamalus_dalli,delta_c,3.944193585295599
high,16,limpets,delta_c,-0.02606931475316232
high,16,balanus_glandula,delta_p,1.197063512747057
high,16,chthamalus_dalli,delta_p,3.8759822220532643
high,16,limpets,delta_p,0.022396146007032436
high,16,balanus_glandula,r_bar,5.780144698224673
high,16,chthamalus_dalli,r_bar,1.146287234747493
high,16,limpets,r_bar,-0.012771488830195299
high,16,balanus_glandula,delta_cp,1.4598945516570812
high,16,chthamalus_dalli,delta_cp,-10.17505235109078
high,16,limpets,delta_cp,-0.05239865763514373
high,17,balanus_glandula,delta_0,1.6006509301075924
high,17,chthamalus_dalli,delta_0,3.2150755101436035
high,17,limpets,delta_0,0.03571478039208276
high,17,balanus_glandula,delta_c,2.939236888450562
high,17,chthamalus_dalli,delta_c,5.249681938886802
high,17,limpets,delta_c,0.11638607617666641
high,17,balanus_glandula,delta_p,1.1770936753254977
high,17,chthamalus_dalli,delta_p,3.3197431858971607
high,17,limpets,delta_p,0.021319597873937335
high,17,balanus_glandula,r_bar,2.1131062242906413
high,17,chthamalus_dalli,r_bar,1.5335476167382394
high,17,limpets,r_bar,-0.04081034104521075
high,17,balanus_glandula,delta_cp,-3.6038752695930114
high,17,chthamalus_dalli,delta_cp,-10.250953018189325
high,17,limpets,delta_cp,-0.21423079548789725
high,18,balanus_glandula,delta_0,1.791799804696514
high,18,chthamalus_dalli,delta_0,3.6318467277752724
high,18,limpets,delta_0,0.046979033421027716
high,18,balanus_glandula,delta_c,1.457745485658889
high,18,chthamalus_dalli,delta_c,4.136787983891318
high,18,limpets,delta_c,-0.03307411599857013
