larval_scenario,simulation_loop,species,coexistence_partition,coexistence_strength
high,13,balanus_glandula,delta_p,1.2654975551561976
high,13,chthamalus_dalli,delta_p,2.275716038172919
high,13,limpets,delta_p,0.025847242051900254
high,13,balanus_glandula,r_bar,0.538223400648997
high,13,chthamalus_dalli,r_bar,1.6669172251926567
high,13,limpets,r_bar,-0.04443945134552618
high,13,balanus_glandula,delta_cp,-3.444097908503487
high,13,chthamalus_dalli,delta_cp,-9.149075114076565
high,13,limpets,delta_cp,-0.13340407945076227
high,14,balanus_glandula,delta_0,1.6343607196832475
high,14,chthamalus_dalli,delta_0,3.396214766985645
high,14,limpets,delta_0,0.040320782352053275
high,14,balanus_glandula,delta_c,0.6478137449335082
high,14,chthamalus_dalli,delta_c,3.6230781058937263
high,14,limpets,delta_c,-0.011693520188942541
high,14,balanus_glandula,delta_p,1.2497874692849291
high,14,chthamalus_dalli,delta_p,2.3790128346147137
high,14,limpets,delta_p,0.020076681189861945
high,14,balanus_glandula,r_bar,1.0658508030434664
high,14,chthamalus_dalli,r_bar,4.4507918166901295
high,14,limpets,r_bar,0.023985236140785515
high,14,balanus_glandula,delta_cp,-2.466111130858218
high,14,chthamalus_dalli,delta_cp,-4.947513890803956
high,14,limpets,delta_cp,-0.024718707212187163
high,15,balanus_glandula,delta_0,1.7120168185839786
high,15,chthamalus_dalli,delta_0,3.352208494864587
high,15,limpets,delta_0,0.041617930782122725
high,15,balanus_glandula,delta_c,2.941644014166607
high,15,chthamalus_dalli,delta_c,4.490310518410534
high,15,limpets,delta_c,-0.011824166185119944
high,15,balanus_glandula,delta_p,1.1850046432105197
high,15,chthamalus_dalli,delta_p,2.3312318959252707
high,15,limpets,delta_p,0.016843008129164394
high,15,balanus_glandula,r_bar,1.6677355980560413
high,15,chthamalus_dalli,r_bar,4.313234421114995
high,15,limpets,r_bar,-0.08409726583898092
high,15,balanus_glandula,delta_cp,-4.170929877905063
high,15,chthamalus_dalli,delta_cp,-5.860516488085397
high,15,limpets,delta_cp,-0.1307340385651481
high,16,balanus_glandula,delta_0,1.6312718751613688
high,16,chthamalus_dalli,delta_0,3.1020889432920478
high,16,limpets,delta_0,0.03563670750599024
high,16,balanus_glandula,delta_c,3.891755867431039
high,16,chthamalus_dalli,delta_c,0.866948082339341
high,16,limpets,delta_c,-0.010146223794768261
high,16,balanus_glandula,delta_p,1.228649221893892
high,16,chthamalus_dalli,delta_p,1.976802587555079
high,16,limpets,delta_p,0.023483803529659397
high,16,balanus_glandula,r_bar,1.00858864321105
high,16,chthamalus_dalli,r_bar,3.442920690489141
high,16,limpets,r_bar,-0.022010428675415472
high,16,balanus_glandula,delta_cp,-5.74308832127525
high,16,chthamalus_dalli,delta_cp,-2.502918922697327
high,16,limpets,delta_cp,-0.07098471591629685
high,17,balanus_glandula,delta_0,1.5578802959969156
