larval_scenario,simulation_loop,species,coexistence_partition,coexistence_strength
high,1,balanus_glandula,delta_0,1.60463405024298
high,1,chthamalus_dalli,delta_0,3.0438468475763427
high,1,limpets,delta_0,0.03413535311115923
high,1,balanus_glandula,delta_c,1.34874128726339
high,1,chthamalus_dalli,delta_c,1.0693733926843225
high,1,limpets,delta_c,-0.009367350611610314
high,1,balanus_glandula,delta_p,0.8062917933119973
high,1,chthamalus_dalli,delta_p,2.779122710760569
high,1,limpets,delta_p,0.03067074636725775
high,1,balanus_glandula,r_bar,1.059927859163974
high,1,chthamalus_dalli,r_bar,3.018697904005841
high,1,limpets,r_bar,-0.1547014555390589
high,1,balanus_glandula,delta_cp,-2.6997392716543933
high,1,chthamalus_dalli,delta_cp,-3.8736450470153936
high,1,limpets,delta_cp,-0.21014020440586556
high,2,balanus_glandula,delta_0,1.8568325233492275
high,2,chthamalus_dalli,delta_0,3.816985858776636
high,2,limpets,delta_0,0.048163513787526036
high,2,balanus_glandula,delta_c,1.0285190945353815
high,2,chthamalus_dalli,delta_c,2.7414589310216897
high,2,limpets,delta_c,-0.016767030928260596
high,2,balanus_glandula,delta_p,1.2260748769047543
high,2,chthamalus_dalli,delta_p,2.2245526796707744
high,2,limpets,delta_p,0.018779544262410575
high,2,balanus_glandula,r_bar,1.1399966325638877
high,2,chthamalus_dalli,r_bar,3.5125212682183196
high,2,limpets,r_bar,-0.04784129505553447
high,2,balanus_glandula,delta_cp,-2.9714298622254756
high,2,chthamalus_dalli,delta_cp,-5.27047620125078
high,2,limpets,delta_cp,-0.09801732217721049
high,3,balanus_glandula,delta_0,1.8079801579620909
high,3,chthamalus_dalli,delta_0,3.78450746537541
high,3,limpets,delta_0,0.048781822467434344
high,3,balanus_glandula,delta_c,2.484532504982993
high,3,chthamalus_dalli,delta_c,4.822945630731274
high,3,limpets,delta_c,-0.030106355095769866
high,3,balanus_glandula,delta_p,1.2797016682087863
high,3,chthamalus_dalli,delta_p,3.053728821499729
high,3,limpets,delta_p,0.01895651652028174
high,3,balanus_glandula,r_bar,3.0403634272083315
high,3,chthamalus_dalli,r_bar,4.440434336252622
high,3,limpets,r_bar,-0.11160815374846544
high,3,balanus_glandula,delta_cp,-2.531850903945539
high,3,chthamalus_dalli,delta_cp,-7.220747581353791
high,3,limpets,delta_cp,-0.14924013764041166
high,4,balanus_glandula,delta_0,1.5099985219413044
high,4,chthamalus_dalli,delta_0,2.950844995984538
high,4,limpets,delta_0,0.030467975292003735
high,4,balanus_glandula,delta_c,2.7483968820683273
high,4,chthamalus_dalli,delta_c,2.354137844370804
high,4,limpets,delta_c,0.008435061962746682
high,4,balanus_glandula,delta_p,1.2340122256263306
high,4,chthamalus_dalli,delta_p,2.4216027546430015
high,4,limpets,delta_p,-0.025651841832469602
high,4,balanus_glandula,r_bar,3.011186445455225
high,4,chthamalus_dalli,r_bar,1.7326606514307938
high,4,limpets,r_bar,0.0079287474922162815
high,4,balanus_glandula,delta_cp,-2.481221184180737
high,4,chthamalus_dalli,delta_cp,-5.993924943567549
high,4,limpets,delta_cp,-0.005322447930064533
high,5,balanus_glandula,delta_0,1.6178538802466065
high,5,chthamalus_dalli,delta_0,3.2443235751108133
high,5,limpets,delta_0,0.03728947928994708
high,5,balanus_glandula,delta_c,0.8260705469886387
high,5,chthamalus_dalli,delta_c,2.72419438316189
high,5,limpets,delta_c,0.02428938866365926
high,5,balanus_glandula,delta_p,1.2682801943970463
high,5,chthamalus_dalli,delta_p,3.918493758781095
high,5,limpets,delta_p,0.029453296653940475
high,5,balanus_glandula,r_bar,0.6768606094307528
high,5,chthamalus_dalli,r_bar,0.9442728882132589
high,5,limpets,r_bar,-0.0031581530144493275
high,5,balanus_glandula,delta_cp,-3.0353440122015387
high,5,chthamalus_dalli,delta_cp,-8.94273882884054
high,5,limpets,delta_cp,-0.09419031762199614
high,6,balanus_glandula,delta_0,1.7950155412970088
high,6,chthamalus_dalli,delta_0,3.3788479073718536
high,6,limpets,delta_0,0.04387926787171248
high,6,balanus_glandula,delta_c,1.7790613791422096
high,6,chthamalus_dalli,delta_c,6.633026119834764
high,6,limpets,delta_c,-0.014489907821411574
high,6,balanus_glandula,delta_p,1.2606034848463816
high,6,chthamalus_dalli,delta_p,2.1461222628066587
high,6,limpets,delta_p,0.033417805810994405
